VIGENCIA|EC_MO_ID|VAL_METRO_CUAD|FORMULA|CODIGO_USO1|CODIGO_USO2|TIPO_CARACT_RES1|TIPO_CARACT_RES2|PUNTAJE1|PUNTAJE2|EDAD PREDIO1|EDAD PREDIO2|AREA USO1|AREA USO2|ESTRATO1|ESTRATO2|MAX_PISOS1|MAX_PISOS2|AREA CONSTRUIDA1|AREA CONSTRUIDA2|ALFA1|ALFA2|BETA1|BETA2|AREA_TERRENO1|AREA_TERRENO2|	
2020|42|630000||31|31|0|8|0|100|0|100|0|35|0|6|||||||||||	
2020|42|1060000||31|31|0|8|0|100|0|100|35.01|350|0|6|||||||||||	
2020|42|930000||31|31|0|8|0|100|0|100|350.01|1200|0|6|||||||||||	
2020|42|1440000||31|31|0|8|0|100|0|100|1200.01|100000|0|6|||||||||||	
2020|42|630000||52|52|0|8|0|100|0|100|0|35|0|6|||||||||||	
2020|42|1060000||52|52|0|8|0|100|0|100|35.01|350|0|6|||||||||||	
2020|42|930000||52|52|0|8|0|100|0|100|350.01|1200|0|6|||||||||||	
2020|42|1440000||52|52|0|8|0|100|0|100|1200.01|100000|0|6|||||||||||	
